UNITID_P,INSTNM,OPEID,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,MURD20,NEG_M20,RAPE20,FONDL20,INCES20,STATR20,ROBBE20,AGG_A20,BURGLA20,VEHIC20,ARSON20,MURD21,NEG_M21,RAPE21,FONDL21,INCES21,STATR21,ROBBE21,AGG_A21,BURGLA21,VEHIC21,ARSON21,MURD22,NEG_M22,RAPE22,FONDL22,INCES22,STATR22,ROBBE22,AGG_A22,BURGLA22,VEHIC22,ARSON22,FILTER20,FILTER21,FILTER22,Latitude,Longitude
214564001,Salus University,331100,Elkins Park Academic Campus,8360 OLD YORK RD,ELKINS PARK,PA,190276262,2,"Private nonprofit, 4-year or above",234.0,931.0,1165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
214564002,Salus University,331100,TEI Oak Lane Clinical Campus,1200 West Godfrey Avenue,Philadelphia,PA,19141,2,"Private nonprofit, 4-year or above",234.0,931.0,1165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
214582001,Pennsylvania Institute of Technology,1099800,Main Campus,800 MANCHESTER AVE,MEDIA,PA,19063,2,"Private nonprofit, 4-year or above",71.0,580.0,651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
214591001,Pennsylvania State University-Penn State Erie-Behrend College,332905,Behrend College Penn State,4701 College Drive,ERIE,PA,16563,1,"Public, 4-year or above",2114.0,1181.0,3295.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,,
214607001,Pennsylvania State University-Penn State Great Valley,332919,Great Valley Campus Penn State,30 E SWEDESFORD RD,MALVERN,PA,19355,1,"Public, 4-year or above",178.0,93.0,271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,
214607002,Pennsylvania State University-Penn State Great Valley,332919,Pennsylvania State University - Navy Yard,4960 South 12th Street,Philadelphia,PA,19112,1,"Public, 4-year or above",178.0,93.0,271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,
214625001,Pennsylvania State University-Penn State New Kensington,332912,New Kensington Campus Penn State,3550 7TH STREET ROAD ,New Kensington,PA,15068,1,"Public, 4-year or above",275.0,185.0,460.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,,
214634001,Pennsylvania State University-Penn State Shenango,332916,Shenango Campus Penn State,147 SHENANGO AVE,SHARON,PA,161461537,1,"Public, 4-year or above",83.0,198.0,281.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,,
214643001,Pennsylvania State University-Penn State Wilkes-Barre,332917,Wilkes Barre Campus Penn State,44 University Drive,Dallas,PA,18612,1,"Public, 4-year or above",237.0,131.0,368.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,,
214652001,Pennsylvania State University-Penn State Scranton,332915,Scranton Campus Penn State,120 RIDGE VIEW DR,DUNMORE,PA,185121602,1,"Public, 4-year or above",475.0,400.0,875.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,,
214670001,Pennsylvania State University-Penn State Lehigh Valley,332902,Lehigh Valley Campus Penn State,2809 Saucon Valley Road,Center Valley,PA,180348447,1,"Public, 4-year or above",510.0,378.0,888.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,,
214689001,Pennsylvania State University-Penn State Altoona,332903,Altoona Campus Penn State,3000 IVYSIDE PK,ALTOONA,PA,16601,1,"Public, 4-year or above",1360.0,1217.0,2577.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,,
214698001,Pennsylvania State University-Penn State Beaver,332904,Beaver Campus Penn State,100 UNIVERSITY DR,MONACA,PA,15061,1,"Public, 4-year or above",289.0,233.0,522.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,,
214704001,Pennsylvania State University-Penn State Berks,332906,Berks Campus Penn State,P.O. Box 7009 TULPEHOCKEN RD,READING,PA,196106009,1,"Public, 4-year or above",1229.0,848.0,2077.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,,
214713001,Pennsylvania State University-Penn State Harrisburg,332920,Harrisburg Campus Penn State,777 W HARRISBURG PKE,MIDDLETOWN,PA,170574898,1,"Public, 4-year or above",2739.0,1833.0,4572.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,,
214731001,Pennsylvania State University-Penn State Brandywine,332921,Brandywine Campus Penn State,25 YEARSLEY MILL RD,MEDIA,PA,19063,1,"Public, 4-year or above",729.0,467.0,1196.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,,
214740001,Pennsylvania State University-Penn State DuBois,332907,DuBois Campus Penn State,ONE COLLEGE PLACE,DU BOIS,PA,158012549,1,"Public, 4-year or above",204.0,162.0,366.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,,
214759001,Pennsylvania State University-Penn State Fayette- Eberly,332908,Fayette Campus Penn State,2201 University Drive,Lemont Furnace,PA,15456,1,"Public, 4-year or above",192.0,232.0,424.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,,
214768001,Pennsylvania State University-Penn State Hazleton,332909,Hazleton Campus Penn State,76 University Drive,HAZLETON,PA,18202,1,"Public, 4-year or above",253.0,220.0,473.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,,
214777001,Pennsylvania State University-Main Campus,332900,University Park Campus Penn State,201 OLD MAIN,UNIVERSITY PARK,PA,168021589,1,"Public, 4-year or above",26390.0,23638.0,50028.0,,,,,,,,,,,,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0,1,1,,
214777002,Pennsylvania State University-Main Campus,332900,Dickinson Law,150 South College St,Carlisle,PA,17013,1,"Public, 4-year or above",26390.0,23638.0,50028.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,,
214777003,Pennsylvania State University-Main Campus,332900,Hershey College of Medicine ,700 HMC Crescent Road,Hershey,PA,17033,1,"Public, 4-year or above",26390.0,23638.0,50028.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,3.0,0.0,0.0,2.0,32.0,2.0,5.0,0.0,0,0,1,,
214786001,Pennsylvania State University-Penn State Greater Allegheny,332910,Penn State Greater Allegheny,4000 UNIVERSITY DR,MCKEESPORT,PA,151327698,1,"Public, 4-year or above",223.0,140.0,363.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,,
214795001,Pennsylvania State University-Penn State Mont Alto,332911,Mont Alto Campus Penn State,One CAMPUS DR,MONT ALTO,PA,172379703,1,"Public, 4-year or above",275.0,395.0,670.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,,
214801001,Pennsylvania State University-Penn State Abington,332913,Abington Campus Penn State,1600 WOODLAND RD,ABINGTON,PA,190013918,1,"Public, 4-year or above",1811.0,1279.0,3090.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,,
214810001,Pennsylvania State University-Penn State Schuylkill,332914,Schuylkill Campus Penn State,200 UNIVERSITY DR,SCHUYLKILL HAVEN,PA,179722208,1,"Public, 4-year or above",228.0,395.0,623.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,,
214829001,Pennsylvania State University-Penn State York,332918,York Campus Penn State,1031 EDGECOMB AVE,YORK,PA,17403,1,"Public, 4-year or above",463.0,255.0,718.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,,
214883001,Peirce College,330900,Main Campus,"1608 Walnut St., Suite 1900",PHILADELPHIA,PA,191035443,2,"Private nonprofit, 4-year or above",199.0,657.0,856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
214892001,Penn Commercial Business/Technical School,490200,Main Campus,242 Oak Spring Road,Washington,PA,153016822,6,"Private for-profit, 2-year",101.0,142.0,243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
214944001,Pennco Tech-Bristol,944900,Pennco TechMain Campus,3815 OTTER ST,BRISTOL,PA,19007,6,"Private for-profit, 2-year",451.0,64.0,515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
214971001,Pennsylvania Academy of the Fine Arts,2107300,Main Campus,128 N BROAD ST,PHILADELPHIA,PA,19102,2,"Private nonprofit, 4-year or above",53.0,119.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,,
215008001,Pennsylvania Gunsmith School,2330600,Main Campus,812 OHIO RIVER BLVD,PITTSBURGH,PA,152022637,6,"Private for-profit, 2-year",51.0,1.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215044001,Cortiva Institute,3766300,Cortiva Institute,211 South Gulph Suite 100,King of Prussia,PA,19406,9,"Private for-profit, less-than 2-year",20.0,125.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215053001,Pennsylvania College of Art and Design,2269900,Main Campus,204 N PRINCE ST,LANCASTER,PA,176030059,2,"Private nonprofit, 4-year or above",69.0,176.0,245.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
215062001,University of Pennsylvania,337800,Main Campus,1 COLLEGE HALL 34TH AND SPRUCE STS,PHILADELPHIA,PA,191046380,2,"Private nonprofit, 4-year or above",12366.0,15835.0,28201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1,1,1,,
215062003,University of Pennsylvania,337800,University Boathouse on the Schuylkill River,11 Kelly Drive,Philadelphia,PA,19130,2,"Private nonprofit, 4-year or above",12366.0,15835.0,28201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215062004,University of Pennsylvania,337800,New Bolton Center,382 W Street Road,Kennett Square,PA,193481691,2,"Private nonprofit, 4-year or above",12366.0,15835.0,28201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215062005,University of Pennsylvania,337800,Morris Arboretum,100 East Northwestern Avenue,Philadelphia,PA,19118,2,"Private nonprofit, 4-year or above",12366.0,15835.0,28201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215062006,University of Pennsylvania,337800,Wharton West,"# 2 Harrison Street, 6th fl",San Francisco,CA,94105,2,"Private nonprofit, 4-year or above",12366.0,15835.0,28201.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
215062007,University of Pennsylvania,337800,Wharton Center City,2401 Walnut Street,Philadelphia,PA,19103,2,"Private nonprofit, 4-year or above",12366.0,15835.0,28201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215105001,The University of the Arts,335000,Main Campus,320 S BROAD ST,PHILADELPHIA,PA,19102,2,"Private nonprofit, 4-year or above",450.0,863.0,1313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215114001,Cairn University-Langhorne,335100,Main Campus,200 Manor Ave,Langhorne,PA,190472990,2,"Private nonprofit, 4-year or above",481.0,550.0,1031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215123001,Philadelphia College of Osteopathic Medicine,335200,PCOM - Main Campus,4170 CITY AVE,PHILADELPHIA,PA,19131,2,"Private nonprofit, 4-year or above",1146.0,1890.0,3036.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
215123002,Philadelphia College of Osteopathic Medicine,335200,Philadelphia College of Osteopathic Medicine Georgia Campus,625 Old Peachtree Road NW,Suwanee,GA,300242937,2,"Private nonprofit, 4-year or above",1146.0,1890.0,3036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215123003,Philadelphia College of Osteopathic Medicine,335200,Sullivan County Medical Center,Main & King Streets,LaPorte,PA,18626,2,"Private nonprofit, 4-year or above",1146.0,1890.0,3036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1,1,1,,
215123004,Philadelphia College of Osteopathic Medicine,335200,Roxborough Healthcare Center,5830 Henry Avenue,Philadelphia,PA,19128,2,"Private nonprofit, 4-year or above",1146.0,1890.0,3036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215123005,Philadelphia College of Osteopathic Medicine,335200,Lancaster Healthcare Center,4148 Lancaster Avenue,Philadelphia,PA,19104,2,"Private nonprofit, 4-year or above",1146.0,1890.0,3036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1,1,1,,
215123006,Philadelphia College of Osteopathic Medicine,335200,Cambria Healthcare Center,2100 W. Cambria Avenue,Philadelphia,PA,19132,2,"Private nonprofit, 4-year or above",1146.0,1890.0,3036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215123007,Philadelphia College of Osteopathic Medicine,335200,Philadelphia College of Osteopathic Medicine - South Georgia ,2050 Tallokas Road,Moultrie,GA,31768,2,"Private nonprofit, 4-year or above",1146.0,1890.0,3036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215239001,Community College of Philadelphia,324900,Spring Garden Street (Main) Campus,1700 SPRING GARDEN ST,PHILADELPHIA,PA,191303991,4,"Public, 2-year",3832.0,7804.0,11636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215239002,Community College of Philadelphia,324900,Northeast Regional Center,12901 Townsend Road,Philadelphia,PA,19154,4,"Public, 2-year",3832.0,7804.0,11636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
215239003,Community College of Philadelphia,324900,Northwest Regional Center,1300 Godfrey Ave.,Philadelphia,PA,19141,4,"Public, 2-year",3832.0,7804.0,11636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
215239004,Community College of Philadelphia,324900,West Philadelphia Regional Center,4725 Chestnut St.,Philadelphia,PA,19139,4,"Public, 2-year",3832.0,7804.0,11636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
215266001,University of Pittsburgh-Bradford,337903,University of Pittsburgh-Bradford ,300 CAMPUS DRIVE,BRADFORD,PA,16701,1,"Public, 4-year or above",490.0,584.0,1074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
215275001,University of Pittsburgh-Greensburg,337904,University of Pittsburgh-Greensburg,150 Finoli Drive,GREENSBURG,PA,15601,1,"Public, 4-year or above",556.0,772.0,1328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215284001,University of Pittsburgh-Johnstown,337902,University of Pittsburgh at Johnstown,450 SCHOOLHOUSE RD,JOHNSTOWN,PA,15904,1,"Public, 4-year or above",1156.0,887.0,2043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215293001,University of Pittsburgh-Pittsburgh Campus,337900,Pittsburgh Campus,4200 FIFTH AVE,PITTSBURGH,PA,15260,1,"Public, 4-year or above",14131.0,19636.0,33767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,1,1,,
215309001,University of Pittsburgh-Titusville,337901,Titusville Campus,504 East Main Street,Titusville,PA,16354,4,"Public, 2-year",3.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
215336001,Beaver Falls Beauty Academy,1191900,Beaver Falls Beauty Academy,720 13TH ST,BEAVER FALLS,PA,150104208,9,"Private for-profit, less-than 2-year",1.0,23.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215381001,Pittsburgh Institute of Aeronautics,531000,Main Campus,5 ALLEGHENY COUNTY AIRPORT,WEST MIFFLIN,PA,15122,5,"Private nonprofit, 2-year",503.0,38.0,541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215381002,Pittsburgh Institute of Aeronautics,531000,Youngstown Warren Campus,1453 Youngstown-Kingsville Road NE,Vienna,OH,44473,5,"Private nonprofit, 2-year",503.0,38.0,541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215381003,Pittsburgh Institute of Aeronautics,531000,Hagerstown Campus,14516 Pennsylvania Avenue,Hagerstown,MD,21742,5,"Private nonprofit, 2-year",503.0,38.0,541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215381004,Pittsburgh Institute of Aeronautics,531000,Myrtle Beach Campus,1038 Shine Avenue SC,Myrtle Beach,SC,29577,5,"Private nonprofit, 2-year",503.0,38.0,541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215390001,Pittsburgh Institute of Mortuary Science Inc,1081400,Main Campus,5808 Baum Boulevard,Pittsburgh,PA,156013706,5,"Private nonprofit, 2-year",102.0,270.0,372.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1,1,1,,
215415001,Pittsburgh Technical College,743700,Main Campus,1111 McKee Road,Oakdale,PA,15071,2,"Private nonprofit, 4-year or above",669.0,397.0,1066.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215424001,Pittsburgh Theological Seminary,335600,Pittsburgh Theological Seminary,616 N HIGHLAND AVE,PITTSBURGH,PA,152062596,2,"Private nonprofit, 4-year or above",122.0,101.0,223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215442001,Point Park University,335700,Main Campus,201 WOOD ST,PITTSBURGH,PA,152221984,2,"Private nonprofit, 4-year or above",1162.0,2126.0,3288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215479001,Joseph F McCloskey School of Nursing,1171500,Joseph F McCloskey School of Nursing at Schuylkill Health,450 Washington Street,POTTSVILLE,PA,17901,5,"Private nonprofit, 2-year",9.0,55.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215530001,The Salon Professional Academy-Altoona,895500,Main Campus,415 D Orchard Avenue,ALTOONA,PA,166019422,9,"Private for-profit, less-than 2-year",0.0,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215585001,Reading Area Community College,1038800,Main Campus,10 South SECOND ST,READING,PA,196031706,4,"Public, 2-year",1586.0,2947.0,4533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215594001,Reading Hospital School of Health Sciences,656500,Reading Hospital,420 South Fifth Ave,WEST READING,PA,19611,5,"Private nonprofit, 2-year",41.0,218.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215619001,Reconstructionist Rabbinical College,2273400,Main Campus,1299 CHURCH RD,WYNCOTE,PA,190951898,2,"Private nonprofit, 4-year or above",15.0,33.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215637001,Walnut Hill College,2192800,Main Campus,4207 WALNUT ST,PHILADELPHIA,PA,19104,3,"Private for-profit, 4-year or above",75.0,93.0,168.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
215655001,Robert Morris University,335900,Main Campus,6001 University Blvd.,Moon,PA,15108,2,"Private nonprofit, 4-year or above",1837.0,1594.0,3431.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
215682001,Rosedale Technical College,1205000,Rosedale Technical College,215 Beecham Drive,PITTSBURGH,PA,15205,5,"Private nonprofit, 2-year",387.0,30.0,417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215691001,Rosemont College,336000,Main Campus,1400 Montgomery Ave,Rosemont,PA,19010,2,"Private nonprofit, 4-year or above",288.0,466.0,754.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
215743001,Saint Francis University,336600,Main Campus,117 Evergreen Drive,Loretto,PA,159400600,2,"Private nonprofit, 4-year or above",1045.0,1812.0,2857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
215743002,Saint Francis University,336600,Saint Francis University,57 Route du Prieure,Ambialet ,,81430,2,"Private nonprofit, 4-year or above",1045.0,1812.0,2857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215770001,Saint Joseph's University,336700,Main Campus,5600 City Avenue,Philadelphia,PA,19131,2,"Private nonprofit, 4-year or above",3200.0,4661.0,7861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,,
215798001,Saint Vincent College,336800,Main Campus,300 FRASER PURCHASE RD,LATROBE,PA,156502690,2,"Private nonprofit, 4-year or above",853.0,683.0,1536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215813001,Saint Vincent Seminary,336800,Main Campus,300 FRASER PURCHASE RD,LATROBE,PA,156502690,2,"Private nonprofit, 4-year or above",67.0,19.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215886001,Schuylkill Technology Center,2251200,Schuylkill Technology Centers-North Campus,101 Technology Drive,Frackville,PA,179312125,7,"Public, less-than 2-year",10.0,23.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
215929001,University of Scranton,338400,The University of Scranton,800 LINDEN STREET,SCRANTON,PA,18510,2,"Private nonprofit, 4-year or above",1990.0,2741.0,4731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,
